title,company_name,location,from,Benefits,Qualifications,Responsibilities,applyLink,thumbnail,benefits_keywords,qualification_keywords,responsibilities_keywords
Senior Cloud Data Architect (Remote),Maven Wave,Anywhere,via Built In Chicago,,seven data warehouse architect delivery experience two years cloud data architect experience five years delivering successful data analytics projects ability translate business challenges data analytics solutions five years etl elt python programming skills including experience pipeline orchestration tools logging monitoring alerting deep troubleshooting automated testing deployments ci cd demonstrated ability effectively accurately estimate data analytics project work effort five years leading development team mentoring reviewing code assigning work demonstrated experience working phases full life cycle data analytics development requirements architecture design testing deployment ability collaborate client technical executives strategy project portfolio management best practices strong presentation skills able author slides sell technical solution clients must bachelor degree computer science technology computer information systems computer applications engineering related field aptitude you innate capacity transition project project without skipping beat communication you excellent written verbal communication skills coordination across projects teams impact you critical thinker emphasis creativity innovation passion you drive succeed paired continuous hunger learn leadership you trusted empathetic accountable empower others around,architect design develop deploy end end data analytics solutions cloud clients perform overall architecture design performance tuning cost management implementation big data analytical solutions gcp aws cloud environments provide thought leadership assistance clients defining data architecture analytic strategies gcp aws azure implement end end data analytics solutions data ingestion visualization large scale complex client environments lead team data engineers designing developing testing deploying high performance data analytics solutions communicate complex technical topics non technical business senior executives assist scoping architecting selling cloud data solutions great place work fortune best workplaces consulting professional services nine two thousand twenty,https://www.builtinchicago.org/job/data/senior-cloud-data-architect/109470?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlHK5mJpmLqHnyiTs7Fs-S3BlJ07ZskaphOvRJwPQw2GgSXCGCfGANVxI&s,[],"[('seven data warehouse architect', 0.4503), ('work effort years leading', 0.4526), ('delivery experience years', 0.4604), ('skills coordination projects teams', 0.4635), ('years cloud data architect', 0.464), ('project work effort years', 0.4795), ('analytics solutions years etl', 0.483), ('programming skills including experience', 0.4888), ('skills including experience', 0.5264), ('skills including experience pipeline', 0.5654)]","[('analytics solutions data', 0.4626), ('end end data analytics', 0.4671), ('cloud clients perform overall', 0.4715), ('cloud environments provide thought', 0.4743), ('aws cloud environments provide', 0.475), ('gcp aws cloud environments', 0.4769), ('team data engineers designing', 0.4817), ('lead team data engineers', 0.5104), ('architecture analytic strategies gcp', 0.5176), ('strategies gcp aws azure', 0.5407)]"
Lead Data Scientist,Bridgestone Americas,"Nashville, TN",via BeBridgestone.com,,typically requires minimum eight years related experience bachelor degree six years master degree phd three years experience equivalent work experience,leads large projects processes complex scope limited oversight manager coaches reviews delegates work lower level professionals assists development operational plan implements areas assigned responsibilities identifies continuous improvement automation activities conduct scientific research projects goal breaking new ground data analytics creates data mining architectures models protocols statistical reporting data analysis methodologies identify trends large data sets supports relationships strong communication negotiation skills internal external stakeholders,https://www.bebridgestone.com/en_us/job-details?id=2022_18344&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,[],"[('years experience equivalent work', 0.4915), ('experience bachelor degree', 0.5074), ('master degree phd', 0.5088), ('requires minimum years related', 0.5635), ('degree years master', 0.5749), ('requires minimum years', 0.5825), ('bachelor degree years', 0.5832), ('typically requires minimum years', 0.5869), ('phd years experience equivalent', 0.5878), ('degree phd years', 0.6078)]","[('analytics creates data mining', 0.453), ('large projects processes complex', 0.4546), ('data analysis methodologies', 0.4605), ('improvement automation activities conduct', 0.4641), ('development operational plan implements', 0.4676), ('responsibilities identifies continuous improvement', 0.4755), ('reporting data analysis methodologies', 0.4827), ('leads large projects', 0.4876), ('research projects goal', 0.4905), ('level professionals assists development', 0.4909)]"
Data Science Manager - S&A Strategy,Deloitte,"Chicago, IL",via Mendeley,,master ph d relevant stem field data science computer science engineering physics mathematics etc six years experience ai ml algorithm development workflow data analysis major data modalities nlp time series analysis computer vision graph models strong management skills experience managing teams delivering complex critical projects expert core programming languages data science packages python keras tensorflow pytorch pandas scikit learn jupyter etc expert traditional ml deep learning techniques cnns rnns lstms gans model tuning validation developed algorithms limited immigration sponsorship may available ability travel ten average based work clients industries sectors serve live within commuting distance one deloitte consulting offices,as data science manager sfl scientific deloitte business manage team developers across project execution r d efforts you responsible technical direction client engagements defining project strategy communicating complex concepts technical non technical audiences leading solution development solve clients use cases serve technical lead projects drive technical strategy roadmap prototyping ai ml solutions order meet clients unique requirements engage guide clients high autonomy ai strategy adoption including understanding organizational needs performing exploratory data analysis eda building validating models deploying models production lead interdisciplinary team data scientists engineers solution architects achieve technical delivery objectives real world performance lead research adoption industry best practices validation models support best delivery practices including validation code review unit integration tests present key stakeholders including dataset findings solution infrastructure hardware software cloud deployment etc mentor motivate coach junior data scientists technical best practices inspire professional development,https://www.mendeley.com/careers/job/data-science-manager-sa-strategy-18570457?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,[],"[('workflow data analysis major', 0.4069), ('strong management skills', 0.4091), ('experience ai ml', 0.4162), ('data analysis major', 0.4238), ('management skills experience managing', 0.4379), ('science computer science engineering', 0.4383), ('stem field data science', 0.4679), ('master ph relevant stem', 0.4814), ('mathematics years experience', 0.4893), ('years experience ai', 0.4934)]","[('drive technical strategy roadmap', 0.4814), ('data science manager', 0.4853), ('data science manager sfl', 0.4855), ('projects drive technical', 0.486), ('coach junior data scientists', 0.4873), ('data scientists engineers solution', 0.4938), ('manage team developers project', 0.5036), ('interdisciplinary team data', 0.5143), ('manage team developers', 0.517), ('serve technical lead projects', 0.5394)]"
"Senior Manager, Data Science",Discover Financial Services,"Riverwoods, IL",via My Stateline Jobs,,eight years experience data science credit risk fraud risk marketing analytics optimization operations analytics modeling related field two years experience people management master degree analytics engineering mathematics statistics related field,provide thought leadership strategic thinking solve business problems leveraging techniques segmentation optimization advanced analytics machine learning this role closely monitor performance metrics kpis ensure goals met course correct necessary manage large team high performing quantitative analysts managers responsible ensuring team stays motivated engaged he manage team performance coach develop employees hire right talent this role identify prioritize supervise team flawlessly execute initiatives set strategic direction team analytic initiatives well develop analytic core capability development enable better decision making nimble action provide thought leadership strategic thinking translate business problem analytical framework independently recommend actions provide business insights lead development implementation advanced analytics including customer segmentation optimization prescriptive analytics machine learning algorithm recommendation solve business problems operate subject matter expert statistical analysis test design experiment analysis methodology modeling application financial impact analysis establish maintain effective performance tracking identify improvement opportunity form hypothesis proposes designs implement tests drive strategy enhancement optimization recruit train coach develop talent full potential exceptional quantitative analytical competencies well project management skill leadership skills manage set priorities analyst assign projects allocate resource communicate business performance project progress management business partners collaborate cross functional partners understand business needs formulate complete end end analysis includes data gathering analysis ongoing scaled deliverables presentations deliver effective presentations findings recommendations multiple levels leadership creates visual displays quantitative information facilitate implementation work product ensure accuracy ensure standard work processes documentation requirements timely consistently followed team encourage continuous improvement team processes share across functional teams ensure consistency,https://jobs.mystateline.com/jobs/senior-manager-data-science-riverwoods-illinois/920658898-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,[],"[('risk fraud risk marketing', 0.4557), ('fraud risk marketing', 0.4561), ('years experience people management', 0.4623), ('field years experience people', 0.4641), ('related field years experience', 0.4883), ('risk marketing analytics optimization', 0.4901), ('data science credit risk', 0.4972), ('data science credit', 0.5172), ('degree analytics engineering mathematics', 0.5235), ('management master degree analytics', 0.5307)]","[('business performance project', 0.4815), ('management skill leadership skills', 0.4822), ('business insights lead development', 0.4826), ('lead development implementation advanced', 0.4856), ('leadership strategic thinking', 0.4865), ('business performance project progress', 0.497), ('skill leadership skills manage', 0.4982), ('continuous improvement team processes', 0.4984), ('direction team analytic initiatives', 0.5017), ('quantitative analytical competencies project', 0.51)]"
Machine Learning Engineering Manager,"United, United Airlines","Chicago, IL",via United Airlines Jobs,,bachelor degree computer science engineering related technical subject area eight years experience managing technical teams projects five years experience full software lifecycle development using python four years experience leading ml ops team familiar large cloud environments data sets technologies four years software development python java pyspark four years experience machine learning machine learning workflows three years experience desiging developing using tecnologies docker kubernetes strong software engineering experience python least one additional language java go rust c c understanding machine learning principles techniques experience data science tools frameworks e g pytorch tensorflow keras pandas numpy spark experience designing developing scalable cloud native solutions using technologies docker kubernetes serverless services aws lambda eks ecs fargate experience building infrastructure code templates e g aws cloudformation cloud native ci cd pipelines using tools aws codepipeline experience building etl pipelines working data technologies e g hadoop spark serverless technologies emr redshift s three aws glue kinesis knowledge distributed systems pertains compute data storage strong desire experiment learn new technologies stay aligned latest community developments ml ops engineering cloud native ability prepare high quality presentation materials explain complex concepts technical materials less technical audiences must legally authorized work united states employer without sponsorship,develops programs integrated software algorithms structure analyze leverage data systems applications develops communicates statistical modeling techniques develop evaluate algorithms improve product system performance quality data management accuracy completes programming implements efficiencies performs testing debugging completes documentation procedures installation maintenance applies deep learning technologies give computers capability visualize learn respond complex situations can work large scale computing frameworks data analysis systems modeling environments design implement key components machine learning platform infrastructure establish processes standard methodologies work multi functionally data scientists data engineers it teams design develop deploy integrate high performance production grade machine learning solutions data intensive workflows partner data scientists data engineers create refine features underlying data build reproducible feature pipelines train models serve features production partner data platform operations teams solve complex data ingestion pipeline governance problems machine learning solutions take ownership production systems focus delivery continuous integration automation machine learning workloads provide technical mentorship guidance quality focused code review data scientists ml engineers,https://careers.united.com/us/en/job/WHQ00021313/Machine-Learning-Engineering-Manager?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLp1bTWKAR0kacCXttY7tExZEJ3EVOl-7xqthA&s=0,[],"[('ml ops engineering cloud', 0.4454), ('technologies years software development', 0.4474), ('years experience managing', 0.4488), ('years experience desiging developing', 0.4541), ('engineering experience python', 0.4563), ('engineering experience python additional', 0.4578), ('technical subject area years', 0.4669), ('java pyspark years experience', 0.4685), ('pyspark years experience', 0.4849), ('machine learning workflows years', 0.5051)]","[('machine learning solutions data', 0.4091), ('computers capability visualize learn', 0.4115), ('machine learning workloads provide', 0.4256), ('develops programs integrated', 0.4261), ('workflows partner data scientists', 0.4281), ('learning platform infrastructure establish', 0.4338), ('solutions data intensive workflows', 0.4357), ('scientists data engineers', 0.4441), ('learning technologies computers capability', 0.4628), ('data engineers teams design', 0.4952)]"
Data Scientist (NLP - Natural Language Processing),Authenticx,"Indianapolis, IN",via SmartRecruiters Job Search,,b s mathematics economics computer science statistics another quantitative field two years experience data scientist machine learning engineer relevant school work strong knowledge natural language processing nlp audio signal processing proficiency python pandas numpy matplotlib scikit learn spacy scipy etc experience deep learning framework tensorflow pytorch etc deep learning architectures rnns cnns transformers etc strong mathematics skills e g linear algebra statistics advanced ability perform exploratory data analysis communicate complex data simple actionable way experience sql databases data management tools ability work independently team members different backgrounds excellent attention detail comfortable interacting executive level leaders from data acquisition training deploying model production environment exceptional technical writing skills you must live usa you must authorized work usa future without requirement employment visa sponsorship,develop machine learning ml models using natural language processing nlp integrated automated processes serve technical leader early adopter technology developing new features varying levels design specs troubleshoot resolve issues provide technical solutions utilizie python machine learning ml technologies perform conversational analytics analyze structured unstructured data build predictive models using variety approaches search large data sets transform data make appropriate analysis create reports presentations business uses a culture based core values authenticity courage having fun a collaborative environment supports personal professional development remote virtual working flexibility free health insurance options comprehensive benefits medical vision dental life disability insurance hsa fsa plans four hundred one k unlimited vacation time generous paid holidays sick leave parental leave perks work membership discounts shopping travel much,https://jobs.smartrecruiters.com/Authenticx/743999879439171-data-scientist-nlp-natural-language-processing-?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,[],"[('computer science statistics', 0.43), ('learning engineer relevant', 0.4429), ('engineer relevant school work', 0.4432), ('economics computer science', 0.4486), ('strong mathematics skills', 0.4517), ('statistics advanced ability', 0.4528), ('experience data scientist machine', 0.4719), ('usa future requirement', 0.4836), ('field years experience', 0.5058), ('usa future requirement employment', 0.5181)]","[('build predictive models using', 0.4094), ('natural language processing nlp', 0.4117), ('python machine learning', 0.4146), ('data make appropriate analysis', 0.4155), ('ml technologies perform', 0.416), ('processing nlp integrated', 0.4217), ('supports personal professional development', 0.4227), ('ml technologies perform conversational', 0.4324), ('python machine learning ml', 0.434), ('nlp integrated automated processes', 0.459)]"
"PhD Director, Data Science R&D - Remote",Publicis Media,"Chicago, IL",via WANE Jobs,,ph d computational mathematical engineering scientific field fluency computer programming data structures algorithm design proven analytic modeling skills proficient conceptualizing implementing evaluating accurate scalable solutions business problems proven ability manage lead development projects conception deployment proven ability initiate lead manage research projects four years industry experience computational area data science computer science machine learning artificial intelligence statistics graph algorithms experience proven success working business technical teams integrate algorithms product platforms large datasets ability gather cross team project requirements diverse stakeholders set expectations deliverables verbal written communication skills including presentation skills ability summarize technically complex information non technical audience organizational motivational interpersonal skills experience managing direct reports leading small research teams spark libraries scala programming python programming sql queries experience distributed computing experience hadoop cloud databases,lead manage team contributions data science machine learning r d projects related household level identity manage research projects recommend solutions technology business problems manage team phd research scientists directly reporting hire additional research scientists talent build highly productive team work product engineering stakeholders identify requirements develop r d roadmap,https://jobs.wane.com/jobs/phd-director-data-science-r-d-remote-chicago-illinois/918521532-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZSIDx4Y-ctgtDOsG39ak3VeMj2chFUFgGmWLo&s=0,[],"[('science computer science machine', 0.431), ('computing experience hadoop', 0.4322), ('research projects years industry', 0.4335), ('skills ability summarize', 0.4382), ('analytic modeling skills proficient', 0.4406), ('industry experience computational area', 0.4474), ('projects years industry experience', 0.454), ('skills proficient conceptualizing implementing', 0.4606), ('fluency computer programming data', 0.4703), ('ability manage lead development', 0.4963)]","[('scientists talent build', 0.4651), ('manage team contributions data', 0.4673), ('additional research scientists talent', 0.471), ('identify requirements develop roadmap', 0.4722), ('team work product engineering', 0.4749), ('problems manage team phd', 0.4775), ('identity manage research projects', 0.4783), ('phd research scientists', 0.4794), ('contributions data science', 0.49), ('lead manage team', 0.5521)]"
Data Scientist,Purdue University,"West Lafayette, IN",via Purdue Careers - Purdue University,,two years experience combinations education experience may considered including master degree data related discipline extensive familiarity r python coding programs typically requires bachelor degree minimum two three years experience,develop maintain interfaces https mfri ripplescience com hipaa certified cloud based database mfri servers purdue purpose participant management functions include writing compensation checks participant communications assist deidentifying participant data integration qualtrics dataset collaborate scientific researchers developing analytical datasets may collaborate across university system data science projects database construction research reports flsa exempt not eligible for overtime retirement eligibility defined contribution waiting period,https://careers.purdue.edu/job/West-Lafayette-Data-Scientist-IN-47906/988649600/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,[],"[('experience combinations education experience', 0.3802), ('combinations education experience considered', 0.3817), ('requires bachelor degree minimum', 0.391), ('requires bachelor degree', 0.3919), ('coding programs typically requires', 0.4101), ('familiarity python coding', 0.4351), ('extensive familiarity python coding', 0.4594), ('years experience combinations', 0.4808), ('bachelor degree minimum years', 0.4877), ('python coding programs typically', 0.5091)]","[('com hipaa certified cloud', 0.4562), ('ripplescience com hipaa', 0.4577), ('data science projects database', 0.4653), ('integration qualtrics dataset collaborate', 0.4672), ('database mfri servers purdue', 0.4882), ('hipaa certified cloud based', 0.4898), ('servers purdue purpose participant', 0.5036), ('purpose participant management', 0.5077), ('participant management functions include', 0.5385), ('participant management functions', 0.5467)]"
Lead Data Scientist (P3719),84.51°,"Chicago, IL",via Monster,,ms phd statistics mathematics data science machine learning computer science related field two years experience analytics across ad technology digital media advertising ideally partnering across software engineering product management teams develop scale new algorithms features enhancements strong python skills plus four years experience extracting manipulating data large disparate data sources using big data cloud technologies azure hadoop spark databricks similar technologies experience one following nlp classification pattern recognition recommendation systems targeting systems similar strong interpersonal communication skills including excellent verbal written presentation consultation skills required strong business acumen analytical problem solving decision making skills excellent attention detail organization skills ability work highly collaborative environment eight plus4 51 knows customers know connect,you hands respect analysis media robust retailer database sixty mm households using full suite eight plus4 51 technical visual tools sql r python tableau specific internal tools create timely relevant actionable predictive science solutions lead science research projects ideation methodology work enhance media planning optimization measurement science offerings collaborate research teams eight plus4 51 vet application advanced science techniques within media business utilize media data science experience influence drive advanced machine learning solutions platform products think creatively building science solutions order bring value user be data science analytics ambassador sales product teams explain around data science solutions formal informal training sessions creation documentation independently lead manage projects tasks stakeholders ensure projects delivered time within budget brief specification mentor develop junior data scientists media insights interpretation results delivery data science methodologies as data science champion voice helps improve maintain position industry leaders media science capabilities,https://www.monster.com/job-openings/lead-data-scientist-p3719-il--ced72a63-ec87-40bc-abf7-92c81e9fdab0?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,[],"[('phd statistics mathematics', 0.4392), ('skills required strong', 0.4468), ('skills required strong business', 0.4486), ('python skills plus', 0.4547), ('learning computer science', 0.4558), ('plus years experience', 0.456), ('ideally partnering software engineering', 0.4604), ('field years experience analytics', 0.5032), ('years experience analytics ad', 0.5081), ('ms phd statistics', 0.5083)]","[('science analytics ambassador sales', 0.4516), ('data scientists media insights', 0.453), ('media science capabilities', 0.4563), ('develop junior data', 0.4576), ('methodologies data science', 0.4686), ('teams explain data science', 0.4704), ('value user data science', 0.4792), ('data science experience influence', 0.4849), ('mentor develop junior data', 0.4865), ('data science analytics ambassador', 0.4967)]"
ODDA Data Scientist Analyst,Mars,"Bolton, ON (+3 others)","via Careers At Mars - Mars, Incorporated",,two five years experience applied data science role equivalent ideally cpg retail good knowledge experience modelling techniques advanced applied skills e g significance testing glm regression random forest boosting trees text mining social network analysis etc using tools like spark scala sas r python bayesia h two o storm yarn kafka must experience querying databases sql hive experience working big data platforms hadoop ecosystem azure including memory solutions sap hana apache spark strong working knowledge data visualization tools tableau power bi d three ggplot deliver output broader business community improve decision making productivity strong communication presentation skills,this role responsible evangelizing adoption data driven decisions across mars leading development advanced analytics methods mining vast amounts data data lake internal external data provide actionable insights solving business problems finding opportunities profitable growth efficiency applies strong expertise analytics data mining machine learning statistical models visualization solving specific business problems collaborate business partners understand business requirement develop analytics solutions dashboards models etc able present potential solutions effectively communicate analytics approach meet address objectives business partners advocate educate value data driven decision making focusing solving problems create repeatable interpretable dynamic scalable models seamlessly incorporated analytic data products engineer features using business acumen find new ways combine disparate internal external data sources share passion data science broader enterprise community identify develop long term processes frameworks tools methods standards an industry competitive salary benefits package including company bonus,https://careers.mars.com/uk/en/job/R29800/ODDA-Data-Scientist-Analyst?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRSmfZJWXw16ebnvj70IK3wYwfR43WwDme76u_0M4&s,[],"[('databases sql hive experience', 0.4056), ('tools like spark scala', 0.4087), ('retail good knowledge experience', 0.4126), ('data platforms hadoop ecosystem', 0.4153), ('role equivalent ideally', 0.4195), ('applied skills significance', 0.4202), ('science role equivalent ideally', 0.4347), ('techniques advanced applied skills', 0.4575), ('experience working big data', 0.4757), ('years experience applied', 0.501)]","[('engineer features using business', 0.4739), ('business requirement develop', 0.4745), ('adoption data driven', 0.4756), ('leading development advanced analytics', 0.4876), ('applies strong expertise analytics', 0.4936), ('expertise analytics data', 0.5013), ('data driven decisions mars', 0.5106), ('actionable insights solving business', 0.511), ('data science broader enterprise', 0.5134), ('analytic data products engineer', 0.5164)]"
Research Data Scientist,Booz Allen Hamilton,"Washington, DC",via Booz Allen Hamilton,,two years experience machine learning data science data research analytics professional academic environment experience machine learning applications tools including deep learning computer vision nlp experience managing diverse data sources including preprocessing cleansing verifying integrity data develop data marts data science use cases machine learning applications experience frequent scripting language use including python r packages used machine learning applications advanced data analytics ability thrive working independently achieve successful results minimal guidance ability articulate workflows explain technical concepts non technical audiences ability obtain security clearance bachelor degree experience research practices methodologies experience feature selection computer vision natural language processing model building optimization using supervised unsupervised machine learning techniques support analytic objectives experience within leadership role including project management project evaluation experience performing data exploration data analysis multiple data types including images video text ability exhibit flexibility initiative dealing ambiguous fast paced situations secret clearance,you work closely customer understand questions needs dig data rich environment find pieces information puzzle you mentor teammates develop algorithms write scripts build predictive analytics apply machine learning use right combination tools frameworks turn set disparate data points objective answers help federal organizations make informed decisions you provide customer deep understanding data means use at booz allen celebrate contributions provide opportunities choices support total well our offerings include health life disability financial retirement benefits well paid leave professional development tuition assistance work life programs dependent care salary booz allen determined various factors including limited location individual particular combination education knowledge skills competencies experience well contract specific affordability organizational requirements the projected compensation range position seventy seven three hundred one hundred seventy six zero you may able take advantage tuition assistance onsite boot camps certification training academic programs vendor relationships network professionals give helpful tips,https://careers.boozallen.com/locations/JobDetail/Washington-Research-Data-Scientist-R0161355/72712?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOiIU_YS9mKYqtUeG89nq3qvNdm-CPDSuRD1m1EAM&s,[],"[('ability articulate workflows', 0.4148), ('experience leadership role including', 0.4191), ('data science use', 0.4217), ('guidance ability articulate workflows', 0.4257), ('machine learning applications tools', 0.4283), ('research analytics professional', 0.4298), ('packages used machine learning', 0.435), ('degree experience research', 0.4371), ('vision nlp experience managing', 0.4819), ('years experience machine', 0.4934)]","[('individual particular combination education', 0.4201), ('assistance onsite boot camps', 0.4213), ('boot camps certification', 0.4235), ('work life programs dependent', 0.427), ('knowledge skills competencies', 0.4285), ('knowledge skills competencies experience', 0.4293), ('assistance work life', 0.4333), ('provide opportunities choices support', 0.4342), ('information puzzle mentor teammates', 0.4391), ('development tuition assistance work', 0.4473)]"
Human Resources Consultant,UNC School of Data Science and Society,"Chapel Hill, NC",via LinkedIn,,candidate must possess excellent oral written communication skills sound business judgment tact diplomacy ability interact personnel levels school division university demonstrated ability work team demonstrated excellent customer service skills self motivated ability act independently intermediate experience windows including word excel outlook demonstrated attention detail discretion personnel information data protection,duties include limited completing tasks related ehra ehra non faculty permanent temporary hires funding swaps annual raise process arp reappointments end appointments paid un paid leave absences benefits recruitments managing appointment promotion tenure apt post tenure review processes faculty positions additionally position manages oversees duties one hr specialist position primarily responsible shra permanent temporary employees ta ra ga graduate student hires temporary intermittent temporary student assistant hires career banding time management system tim leave benefits,https://www.linkedin.com/jobs/view/human-resources-consultant-at-unc-school-of-data-science-and-society-3480270333?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,[],"[('ability work team', 0.4353), ('communication skills sound', 0.438), ('personnel levels school', 0.461), ('interact personnel levels school', 0.4757), ('excellent customer service skills', 0.4778), ('customer service skills self', 0.4827), ('skills sound business judgment', 0.4855), ('university demonstrated ability', 0.4858), ('candidate possess excellent oral', 0.5507), ('candidate possess excellent', 0.5552)]","[('processes faculty positions', 0.5157), ('duties include limited', 0.5157), ('tasks related ehra ehra', 0.5198), ('faculty permanent temporary hires', 0.5203), ('tasks related ehra', 0.522), ('position manages oversees', 0.5232), ('manages oversees duties', 0.5272), ('duties include limited completing', 0.5411), ('ehra non faculty permanent', 0.5452), ('primarily responsible shra permanent', 0.5696)]"
Sr. Data Analyst,Total Wine & More,"Bethesda, MD",via Jobvite,,bachelor degree four year college university quantitative discipline computer science mathematics statistics data science related field,data analyst expertise aspects data analysis join data services team we embarking significant initiative transform aspects data data science data insights serviced within total wine more including data architecture business intelligence data enhancement leveraging cloud apply advanced analytics data mining capabilities you report director data science analysis work onsite bethesda maryland boca raton florida office identify analyze interpret trends patterns multiple business domains present way help drive business decisions use technical knowledge analytical mindset drive insights partner stakeholders understand business needs become expert translating needs specific analyses actionable insights advocate data driven environment brining best class analytics twm present data meaningful way wide audience we offer paid time off pto generous store discounts health care plans medical prescription dental vision four hundred one k hsa fsa pre tax commuter benefits disability life insurance coverage paid parental leave pet insurance critical illness accident insurance discounted home auto insurance college tuition assistance career development product training,https://jobs.jobvite.com/totalwine/job/ohicmfwR?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,[],"[('quantitative discipline computer', 0.5052), ('bachelor degree year', 0.5411), ('degree year college university', 0.5483), ('bachelor degree year college', 0.5533), ('degree year college', 0.5661), ('discipline computer science', 0.5739), ('computer science mathematics statistics', 0.5772), ('mathematics statistics data science', 0.6025), ('data science related field', 0.6135), ('statistics data science related', 0.616)]","[('advocate data driven', 0.4702), ('advanced analytics data', 0.4737), ('analysis join data services', 0.4792), ('aspects data data science', 0.4809), ('data insights serviced', 0.4879), ('report director data science', 0.4913), ('actionable insights advocate data', 0.5059), ('data mining capabilities report', 0.5079), ('expertise aspects data', 0.5109), ('data analyst expertise', 0.5252)]"
Senior Data Science Manager (Workforce Planning),JP Morgan Chase & Co.,"Wilmington, DE",via Ladders,,master degree ms ma mis mba five years doctorate phd three years experience operating analytics professional e g data scientist statistician related professions quantitative field statistics analytics data science engineering operations research economics mathematics machine learning artificial intelligence computer science information science related disciplines hands experience developing statistics models machine learning models operations research simulations models experience big data technologies hadoop spark sparkml etc familiarity basic data table operations sql hive etc excellent analytical skills track record defining customer strategies use data analytics problem solving leadership skills two years direct people leadership experience developing communicating business recommendations insights easy understand way leveraging data tell story demonstrated relationship building skills superior ability make things happen use positive influence,typically problems unstructured nature whereby employee expected quickly assess comprehend situation develop practical problem solving strategy you expected analyze topic question develop solution proposals review results next steps management prioritization timing delivery demand forecasting teller banker call center back office etc supply forecasting staffing service levels stress forecasting outlooks application statistical ai ml models creating predictive models solve business challenges qualified candidates data science technology leaders manage team highly capable independent sole contributors along mentor coach grow people earlier careers in role expected thought leader driving information availability adoption across wfm community you also responsible attracting developing retain quant talent ensure team continues enhance value company supporting strategy direction department the senior data science manager lead team charged delivering data science functional priorities listed prior your work directly support greater ccb wfm efforts ensure best predictive data available use work hand hand ensure chase maintains best quantitative workforce optimization history making impact developing executing strategies delivering superior results short long term develop maintain working relationship businesses functional groups vendor organizations we offer competitive total rewards package including base salary determined based role experience skill set location for eligible roles discretionary incentive compensation may awarded recognition individual achievements contributions we also offer range benefits programs meet employee needs based eligibility these benefits include comprehensive health care coverage site health wellness centers retirement savings plan backup childcare tuition reimbursement mental health support financial coaching,https://www.theladders.com/job/senior-data-science-manager-workforce-planning-jpmorganchase-wilmington-de_62174308?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSp7zBZ5WRN46K4s929wxMEmVqYIlXVrVKwN12EiAk&s,[],"[('experience operating analytics professional', 0.4809), ('years experience operating', 0.4844), ('mba years doctorate', 0.4848), ('hive excellent analytical skills', 0.4864), ('data scientist statistician related', 0.4886), ('experience developing statistics', 0.5014), ('ma mis mba years', 0.5041), ('solving leadership skills years', 0.5114), ('professional data scientist', 0.5227), ('leadership skills years direct', 0.5446)]","[('strategy direction department senior', 0.4138), ('senior data science manager', 0.4151), ('workforce optimization history making', 0.4161), ('needs based eligibility benefits', 0.4191), ('long term develop maintain', 0.435), ('staffing service levels stress', 0.4383), ('department senior data science', 0.4427), ('needs based eligibility', 0.4524), ('role experience skill set', 0.4562), ('forecasting staffing service', 0.4693)]"
