title,company_name,location,from,Benefits,Qualifications,Responsibilities,applyLink,thumbnail
Lead Data Scientist,Bridgestone Americas,"Nashville, TN",via BeBridgestone.com,,Typically requires a minimum of 8 years of related experience with a bachelor's degree; or 6 years and a master's degree; or a PhD with 3 years of experience; or equivalent work experience,"Leads large projects or processes of complex scope, with limited oversight from manager. Coaches, reviews and delegates work to lower level professionals. Assists in the development of operational plan and implements for areas of assigned responsibilities. Identifies continuous improvement/automation activities. Conduct scientific research projects with the goal of breaking new ground in data analytics. Creates data mining architectures/models/protocols, statistical reporting, and data analysis methodologies to identify trends in large data sets. Supports relationships through strong communication and negotiation skills with internal and external stakeholders",https://www.bebridgestone.com/en_us/job-details?id=2022_18344&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
Data Science Manager - S&A Strategy,Deloitte,"Chicago, IL",via Mendeley,,"Master's or Ph.D. in a relevant STEM field (Data Science, Computer Science, Engineering, Physics, Mathematics, etc.). 6+ years' experience in AI/ML algorithm development workflow and data analysis in the major data modalities from NLP, time-series analysis, computer vision, to graph models. Strong management skills with experience managing teams and delivering complex and critical projects. Expert in core programming languages and data science packages (Python, Keras, Tensorflow, PyTorch, Pandas, Scikit-learn, Jupyter, etc.). Expert in traditional ML and deep learning techniques (CNNs, RNNs, LSTMs, GANs), model tuning, and validation of developed algorithms. Limited immigration sponsorship may be available. Ability to travel 10%, on average, based on the work you do and the clients and industries/sectors you serve. Live within commuting distance to one of Deloitte's consulting offices","As a Data Science Manager at SFL Scientific, a Deloitte Business, you'll manage a team of developers across project execution and R&D efforts. You will be responsible for the technical direction of client engagements while defining the project strategy, communicating complex concepts to both technical and non-technical audiences, and leading solution development to solve our clients' use cases. Serve as the technical lead on projects to drive the technical strategy, roadmap, and prototyping of AI/ML solutions in order to meet each clients' unique requirements. Engage and guide clients with high autonomy in AI strategy and adoption, including understanding organizational needs, performing exploratory data analysis (EDA), building and validating models, and deploying models into production. Lead for an interdisciplinary team of data scientists, engineers, and solution architects to achieve technical delivery objectives and real-world performance. Lead in the research and adoption of industry best practices for validation of models; support best delivery practices, including validation, code review, unit, and integration tests. Present to key stakeholders, including dataset findings and solution infrastructure, hardware, software, cloud, and deployment, etc. Mentor, motivate and coach junior data scientists on technical best practices and inspire professional development",https://www.mendeley.com/careers/job/data-science-manager-sa-strategy-18570457?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
"Senior Manager, Data Science",Discover Financial Services,"Riverwoods, IL",via My Stateline Jobs,,"8+ years of experience in Data Science, Credit Risk, Fraud Risk, Marketing Analytics, Optimization, Operations Analytics, Modeling or related field. 2+ years of experience in People Management. Master's Degree in Analytics, Engineering, Mathematics, Statistics or related field","Provide thought leadership & strategic thinking to solve business problems by leveraging techniques such as segmentation, optimization, advanced analytics and machine learning. This role will closely monitor performance metrics and KPIs to ensure goals are met and course correct as necessary. Manage a large team of high performing quantitative analysts and/or managers and will be responsible for ensuring the team stays motivated and engaged. He/she will manage team performance, coach and develop employees and hire the right talent. This role will identify, prioritize and supervise the team to flawlessly execute on initiatives, set strategic direction for the team on analytic initiatives as well as develop analytic core capability development that enable better decision making and nimble action. Provide thought leadership & strategic thinking to translate business problem into analytical framework(s) and independently recommend actions and provide business insights. Lead the development and implementation of advanced analytics including customer segmentation, optimization, prescriptive analytics and machine learning algorithm & recommendation to solve business problems. Operate as a subject matter expert on statistical analysis, test and design of experiment, analysis methodology, modeling & application and financial impact analysis. Establish and maintain effective performance tracking; identify improvement opportunity, form hypothesis, proposes, designs and implement tests to drive strategy enhancement and optimization. Recruit, train, coach and develop talent to their full potential with exceptional quantitative/analytical competencies, as well as project management skill and leadership skills. Manage and set priorities of analyst, assign projects and allocate resource, communicate business performance and project progress to management & business partners. Collaborate with cross-functional partners to understand their business needs, formulate and complete end-to-end analysis that includes data gathering, analysis, ongoing scaled deliverables and presentations. Deliver effective presentations of findings and recommendations to multiple levels of leadership, creates visual displays of quantitative information. Facilitate implementation of work product and ensure accuracy. Ensure standard work processes and documentation requirements are timely and consistently followed by team. Encourage continuous improvement of team processes and share across functional teams to ensure consistency",https://jobs.mystateline.com/jobs/senior-manager-data-science-riverwoods-illinois/920658898-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
Machine Learning Engineering Manager,"United, United Airlines","Chicago, IL",via United Airlines Jobs,,"Bachelor’s Degree in Computer Science, Engineering, or a related technical subject area. 8+ years of experience in managing technical teams and projects. 5+ years of experience in full software lifecycle development using Python. 4+ years of experience leading an ML Ops team familiar with large cloud environments, Data Sets technologies. 4+ years in software development in Python, Java, PySpark. 4+ Years of Experience with Machine Learning and Machine Learning workflows. 3+ years of experience desiging an developing using tecnologies as Docker, Kubernetes. Strong software engineering experience with Python and at least one additional language such as Java, Go, Rust, or C/C++. Understanding of machine learning principles and techniques. Experience with data science tools and frameworks (e.g. PyTorch, Tensorflow, Keras, Pandas, Numpy, Spark). Experience designing and developing scalable cloud native solutions using technologies such as Docker and Kubernetes and serverless services such as AWS Lambda, EKS, ECS, Fargate. Experience building infrastructure-as-code templates (e.g. AWS CloudFormation) and cloud-native CI/CD pipelines using tools such as AWS CodePipeline. Experience building ETL pipelines and working with data technologies (e.g. Hadoop, Spark, and serverless technologies such as EMR, Redshift, S3, AWS Glue, and Kinesis). Knowledge of distributed systems as it pertains to compute and data storage. Strong desire to experiment with and learn new technologies and stay aligned with the latest community developments in ML Ops/Engineering and cloud native. Ability to prepare high-quality presentation materials and explain complex concepts and technical materials to less-technical audiences. Must be legally authorized to work in the United States for any employer without sponsorship","Develops and programs integrated software algorithms to structure, analyze and leverage data in systems applications. Develops and communicates statistical modeling techniques to develop and evaluate algorithms to improve product/system performance, quality, data management and accuracy. Completes programming and implements efficiencies, performs testing and debugging. Completes documentation and procedures for installation and maintenance. Applies deep learning technologies to give computers the capability to visualize, learn and respond to complex situations. Can work with large scale computing frameworks, data analysis systems and modeling environments. Design and implement key components of the Machine Learning Platform infrastructure and establish processes and standard methodologies. Work multi-functionally with data scientists, data engineers, and IT teams to design, develop, deploy, and integrate high-performance, production-grade machine learning solutions and data intensive workflows. Partner with data scientists and data engineers to create and refine features from underlying data and build reproducible feature pipelines to train models and serve features in production. Partner with data platform and operations teams to solve complex data ingestion, pipeline and governance problems for machine learning solutions. Take ownership of production systems with a focus on delivery, continuous integration, and automation of machine learning workloads. Provide technical mentorship, guidance, and quality-focused code review to data scientists and ML engineers",https://careers.united.com/us/en/job/WHQ00021313/Machine-Learning-Engineering-Manager?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLp1bTWKAR0kacCXttY7tExZEJ3EVOl-7xqthA&s=0
Data Scientist (NLP - Natural Language Processing),Authenticx,"Indianapolis, IN",via SmartRecruiters Job Search,,"B.S. in Mathematics, Economics, Computer Science, Statistics, or another quantitative field. 2+ years of experience as a Data Scientist, Machine Learning Engineer, or relevant school work. Strong knowledge of Natural Language Processing (NLP) or Audio Signal Processing. Proficiency with Python (Pandas, Numpy, Matplotlib, Scikit-Learn, Spacy, Scipy, etc.). Experience with a deep learning framework (Tensorflow, Pytorch, etc.) and deep learning architectures (RNNs, CNNs, Transformers, etc.). Strong mathematics skills (e.g., Linear Algebra, Statistics). Advanced ability to perform exploratory data analysis and to communicate complex data in a simple, actionable way. Experience with SQL, databases, and other data management tools. Ability to work independently and with team members from different backgrounds. Excellent attention to detail. Comfortable interacting with executive level leaders. From data acquisition to training and deploying the model in a production environment. Exceptional technical writing skills. You must live in the USA. You must be authorized to work in the USA, now and in the future, without requirement of employment visa sponsorship","Develop machine learning (ML) models using natural language processing (NLP) that will be integrated into our automated processes. Serve as a technical leader and early adopter of technology while developing new features with varying levels of design specs. Troubleshoot and resolve issues and provide technical solutions. Utilizie Python and machine learning (ML) technologies to perform conversational analytics. Analyze structured and unstructured data and build predictive models using a variety of approaches. Search through large data sets and transform data to make it more appropriate for analysis. Create reports and presentations for business uses. A culture based on our core values of Authenticity, Courage and Having Fun. A collaborative environment that supports your personal and professional development. Remote/virtual working flexibility. Free health insurance options. Comprehensive benefits - medical, vision, dental, life, and disability insurance. HSA and FSA plans. 401(K). Unlimited vacation time. Generous paid holidays, sick leave, and parental leave. Perks at Work membership for discounts on shopping, travel and much more",https://jobs.smartrecruiters.com/Authenticx/743999879439171-data-scientist-nlp-natural-language-processing-?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
"PhD Director, Data Science R&D - Remote",Publicis Media,"Chicago, IL",via WANE Jobs,,"Ph.D. in a computational, mathematical, engineering, or scientific field. Fluency in computer programming, data structures, and algorithm design. Proven analytic and modeling skills; proficient at conceptualizing, implementing, and evaluating accurate and scalable solutions to business problems. Proven ability to manage and lead development projects from conception through deployment. Proven ability to initiate, lead, and manage research projects. 4+ years of industry experience in a computational area such as data science, computer science, machine learning, artificial intelligence, statistics, or graph algorithms. Experience and proven success working with business and technical teams to integrate algorithms into product platforms on large datasets. Ability to gather cross-team project requirements from diverse stakeholders and set expectations for deliverables. Verbal and written communication skills, including presentation skills, and ability to summarize technically complex information for a non-technical audience. Organizational, motivational, and interpersonal skills. Experience managing direct reports and/or leading small research teams. Spark libraries. Scala programming. Python programming. SQL queries. Experience with distributed computing. Experience with Hadoop and cloud databases","Lead and manage team contributions on data science and machine learning R&D projects related to household-level identity. Manage research projects and recommend solutions to technology and business problems. Manage a team of PhD Research Scientists, directly reporting to you. Hire additional research scientists and other talent to build a highly productive team. Work with Product and Engineering stakeholders to identify requirements and develop an R&D roadmap",https://jobs.wane.com/jobs/phd-director-data-science-r-d-remote-chicago-illinois/918521532-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZSIDx4Y-ctgtDOsG39ak3VeMj2chFUFgGmWLo&s=0
Data Scientist,Purdue University,"West Lafayette, IN",via Purdue Careers - Purdue University,,"2 years of experience, combinations of education and experience may be considered including master’s degree in a data-related discipline. Extensive familiarity with R and Python coding programs. Typically requires a Bachelor's degree. Minimum of 2 to 3 years of experience","Develop and maintain the interfaces between https://mfri.ripplescience.com, a HIPAA certified cloud based database, and MFRI’s servers at Purdue for the purpose of participant management. Functions include writing compensation checks and participant communications. Assist in deidentifying participant data for integration with the Qualtrics dataset. Collaborate with scientific researchers in developing analytical datasets. May collaborate across the university system on data science projects, database construction, and research reports. FLSA: Exempt (Not Eligible For Overtime). Retirement Eligibility: Defined Contribution Waiting Period",https://careers.purdue.edu/job/West-Lafayette-Data-Scientist-IN-47906/988649600/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
Lead Data Scientist (P3719),84.51°,"Chicago, IL",via Monster,,"MS or PhD in Statistics, Mathematics, Data Science, Machine Learning, Computer Science, or related field. 2+ years of experience in analytics across ad technology, digital media and advertising. Ideally partnering across software engineering and product management teams to develop and scale new algorithms, features, and enhancements. Strong Python skills plus 4+ years of experience extracting and manipulating data from large, disparate data sources using big data and cloud technologies (Azure, Hadoop, Spark, Databricks and/or similar technologies). Experience with one or more of the following: NLP, classification, pattern recognition, recommendation systems, targeting systems or similar. Strong interpersonal and communication skills including excellent verbal, written, presentation and consultation skills are required. Strong business acumen, analytical problem-solving and decision-making skills. Excellent attention to detail, organization skills and ability to work in a highly collaborative environment. 84.51° knows customers, and we know how to connect you","You will be hands on with respect to the analysis of media with a robust retailer database of 60MM households, using the full suite of 84.51° technical and visual tools – SQL, R, Python, Tableau, and other specific internal tools – to create timely, relevant, and actionable predictive science solutions. Lead science research projects, ideation, and methodology work to enhance our media planning, optimization, and measurement science offerings. Collaborate with other research teams at 84.51° to vet application of advanced science techniques within the media business. Utilize your media data science experience to influence and drive advanced machine learning solutions into our platform and products. Think creatively when building science solutions in order to bring the most value to the user. Be a data science / analytics ambassador to our sales and product teams. Explain the how and why around our data science solutions through formal and informal training sessions and creation of documentation. Independently lead and manage projects, tasks, and stakeholders to ensure that projects are delivered on time, within budget and to brief specification. Mentor and develop junior data scientists on media insights interpretation, results delivery, and data science methodologies. As a data science champion, be a voice that helps improve and maintain and our position as industry leaders in media science capabilities",https://www.monster.com/job-openings/lead-data-scientist-p3719-il--ced72a63-ec87-40bc-abf7-92c81e9fdab0?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
ODDA Data Scientist Analyst,Mars,"Bolton, ON (+3 others)","via Careers At Mars - Mars, Incorporated",,"2 - 5 years' experience in applied data science role or equivalent; ideally in CPG/Retail. Good to have - Knowledge and experience in modelling techniques and advanced applied skills (e.g. significance testing, GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.) using tools like Spark, Scala, SAS, R, Python, Bayesia, H2O, Storm, Yarn, and Kafka. Must have Experience querying databases (SQL, Hive). Experience working with big data platforms such as Hadoop ecosystem (Azure), including in-memory solutions (SAP HANA and Apache Spark). Strong Working knowledge of data visualization tools such as Tableau, Power BI, D3, ggplot, to deliver output to the broader business community to improve decision making and productivity. Strong communication and presentation skills","This role is responsible for evangelizing the adoption of data driven decisions across Mars by leading the development of advanced analytics methods, mining vast amounts of data from data lake (internal/ external data) to provide actionable insights for solving business problems or finding opportunities for profitable growth & efficiency. Applies strong expertise in analytics through data mining, machine learning and statistical models, visualization to solving specific business problems. Collaborate with business partners to understand the business requirement and develop analytics solutions such as dashboards, models etc. and be able present potential solutions. Effectively communicate the analytics approach and how it will meet and address objectives to business partners. Advocate and educate on the value of data driven decision making focusing on the “how and why” of solving problems. Create repeatable, interpretable, dynamic and scalable models that are seamlessly incorporated into analytic data products. Engineer features by using your business acumen to find new ways to combine disparate internal and external data sources. Share your passion for Data Science with broader enterprise community; identify and develop long-term processes, frameworks, tools, methods and standards. An industry competitive salary and benefits package, including company bonus",https://careers.mars.com/uk/en/job/R29800/ODDA-Data-Scientist-Analyst?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRSmfZJWXw16ebnvj70IK3wYwfR43WwDme76u_0M4&s
Research Data Scientist,Booz Allen Hamilton,"Washington, DC",via Booz Allen Hamilton,,"2+ years of experience with machine learning, data science, data research or analytics in a professional or academic environment. Experience with machine learning applications and tools, including deep learning, computer vision or NLP. Experience with managing diverse data sources, including preprocessing, cleansing, and verifying the integrity of data to develop data marts for data science use cases and machine learning applications. Experience with frequent scripting language use, including Python and R, and packages used in machine learning applications or advanced data analytics. Ability to thrive while working independently to achieve successful results with minimal guidance. Ability to articulate workflows and explain technical concepts to non-technical audiences. Ability to obtain a security clearance. Bachelor's degree. Experience with research practices and methodologies. Experience with feature selection, Computer Vision or Natural Language Processing model building, and optimization using supervised and unsupervised machine learning techniques to support analytic objectives. Experience within a leadership role, including project management and project evaluation. Experience with performing data exploration and data analysis on multiple data types, including images, video, and text. Ability to exhibit flexibility and initiative when dealing with ambiguous and fast-paced situations. Secret clearance","You’ll work closely with your customer to understand their questions and needs, and then dig into their data-rich environment to find the pieces of their information puzzle. You’ll mentor teammates, develop algorithms, write scripts, build predictive analytics, apply machine learning, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers to help federal organizations make informed decisions. You’ll provide your customer with a deep understanding of their data, what it all means, and how they can use it. At Booz Allen, we celebrate your contributions, provide you with opportunities and choices, and support your total well-being. Our offerings include health, life, disability, financial, and retirement benefits, as well as paid leave, professional development, tuition assistance, work-life programs, and dependent care. Salary at Booz Allen is determined by various factors, including but not limited to location, the individual’s particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. The projected compensation range for this position is $77,300 to $176,000. You may be able to take advantage of our tuition assistance, onsite boot camps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips",https://careers.boozallen.com/locations/JobDetail/Washington-Research-Data-Scientist-R0161355/72712?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOiIU_YS9mKYqtUeG89nq3qvNdm-CPDSuRD1m1EAM&s
Human Resources Consultant,UNC School of Data Science and Society,"Chapel Hill, NC",via LinkedIn,,"Candidate must possess excellent oral and written communication skills, sound business judgment, tact and diplomacy, and the ability to interact with personnel at all levels of the School/Division and University. Demonstrated ability to work in a team. Demonstrated excellent customer service skills. Self-motivated and ability to act independently. Intermediate experience with Windows including Word, Excel, and Outlook. Demonstrated attention to detail. Discretion with personnel information and data protection","Duties include, but not limited to, completing all tasks related to all EHRA and EHRA Non-Faculty permanent and temporary hires, funding swaps, Annual Raise Process (ARP), reappointments, end of appointments, all paid and un-paid leave of absences, benefits, recruitments, managing the appointment promotion and tenure (APT) and post-tenure review processes for faculty positions. Additionally, this position manages and oversees duties of the one HR Specialist position primarily responsible for SHRA permanent and temporary employees, TA/RA/GA graduate student hires, temporary/intermittent temporary/student assistant hires, career banding, time management system (TIM), leave, and benefits",https://www.linkedin.com/jobs/view/human-resources-consultant-at-unc-school-of-data-science-and-society-3480270333?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
Sr. Data Analyst,Total Wine & More,"Bethesda, MD",via Jobvite,,"Bachelor's degree from four-year College or university in quantitative discipline (Computer Science, Mathematics, Statistics, Data Science or related field)","Data Analyst with expertise in all aspects of data analysis to join our Data Services team. We are embarking on a significant initiative to transform all aspects of data, data science, and how data & insights are serviced within Total Wine & More including data architecture, business intelligence, data enhancement, and leveraging the cloud to apply advanced analytics and data mining capabilities. You will report into the Director of Data Science and Analysis and work onsite at our Bethesda, Maryland or Boca Raton, Florida office. Identify, analyze, and interpret trends and/or patterns from multiple business domains and present it in a way to help drive business decisions. Use technical knowledge and analytical mindset to drive insights. Partner with stakeholders to understand their business needs; become an expert in translating these needs into specific analyses with actionable insights. Advocate for a data driven environment brining best in class analytics to TWM. Present data in a meaningful way to a wide audience. We offer. Paid Time Off (PTO). Generous store discounts. Health care plans (medical, prescription, dental, vision). 401(k), HSA, FSA, Pre-tax commuter benefits. Disability & life insurance coverage. Paid parental leave. Pet insurance. Critical illness and accident insurance. Discounted home and auto insurance. College tuition assistance. Career development & product training",https://jobs.jobvite.com/totalwine/job/ohicmfwR?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
Senior Data Science Manager (Workforce Planning),JP Morgan Chase & Co.,"Wilmington, DE",via Ladders,,"Master’s Degree (MS/MA/MIS/MBA) with 5+ years or Doctorate (PhD) with 3+ years of experience operating as an analytics professional (e.g. data scientist, statistician, or related professions) in a quantitative field: Statistics, Analytics, Data Science, Engineering, Operations Research, Economics, Mathematics, Machine Learning, Artificial Intelligence, Computer Science, Information Science, and related disciplines. Hands-on experience developing statistics models, machine learning models, and/or operations research simulations and models. Experience with big-data technologies such as Hadoop, Spark, SparkML, etc. Familiarity with basic data table operations (SQL, Hive, etc.). Excellent analytical skills with a track record in defining customer strategies through the use of data and analytics. Problem Solving & Leadership Skills. 2+ years of direct people leadership experience. Developing and communicating business recommendations and insights in easy-to-understand-way leveraging data to tell a story. Demonstrated relationship building skills, with a superior ability to make things happen through the use of positive influence","Typically these problems will be of an unstructured nature, whereby the employee will be expected to quickly assess and comprehend the situation then develop a practical problem solving strategy. You will be expected to analyze the topic in question, develop solution proposals and review their results and next steps with management for prioritization, timing, and delivery. Demand Forecasting – teller, banker, call center, back office, etc. Supply Forecasting – staffing, service levels, and stress forecasting and outlooks. Application of statistical, AI/ML Models – creating predictive models to solve business challenges. Qualified candidates will be a data science or technology leaders who can manage a team of highly-capable and independent sole contributors, along with mentor, coach and grow people earlier in their careers In this role, you will be expected to be a thought-leader in driving the information availability and adoption across the WFM community. You are also responsible for attracting, developing and retain quant talent to ensure the team continues to enhance its value to the company, and supporting the strategy and direction for the department. The Senior Data Science Manager will lead a team charged with delivering on the data science functional priorities listed prior. Your work will directly support the greater CCB WFM efforts to ensure they have the best and most predictive data available for use, and will work hand-in-hand with them to ensure Chase maintains the best quantitative workforce optimization. History of making an impact, developing and executing on strategies and delivering superior results in both the short and long term. Develop and maintain working relationship with other businesses, functional groups and vendor organizations. We offer a competitive total rewards package including base salary determined based on the role, experience, skill set, and location. For those in eligible roles, discretionary incentive compensation which may be awarded in recognition of individual achievements and contributions. We also offer a range of benefits and programs to meet employee needs, based on eligibility. These benefits include comprehensive health care coverage, on-site health and wellness centers, a retirement savings plan, backup childcare, tuition reimbursement, mental health support, financial coaching and more",https://www.theladders.com/job/senior-data-science-manager-workforce-planning-jpmorganchase-wilmington-de_62174308?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSp7zBZ5WRN46K4s929wxMEmVqYIlXVrVKwN12EiAk&s
"Web Developer, Biostatistics and Data Science",Wake Forest Baptist Health,"Winston-Salem, NC",via Glassdoor,,"EDUCATION/EXPERIENCE: Bachelor's degree with computer courses. Two years' experience in computer programming or operations research; or, an equivalent combination of education and experience in computer programming. SKILLS/QUALIFICATIONS: Strong initiative and proven ability to work independently Ability to communicate on a professional level with customers and staff Superior problem solving skills. WORK ENVIRONMENT: Comfortable, well-lit office setting Occasionally subject to long and/or irregular hours Subject to interruptions","JOB SUMMARY: Under general supervision, designs and implements medium-sized research information systems. Oversees all phases of database design, development, management and reporting for medium-sized projects. Consults with users on project design needs. Maintains software and troubleshoot simple software products. Performs a range of ad hoc queries to databases and the implementation of automated reporting schemes. Analyzes quality control needs of moderate sized projects. Performs a wide variety of data transfers and conversions. Creates and maintains user manuals and documentation of software products. Design and implements a comprehensive software testing plan for software products","https://www.glassdoor.com/job-listing/web-developer-biostatistics-and-data-science-atrium-health-JV_IC1139151_KO0,44_KE45,58.htm?jl=1007295959795&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRufWM7aegOscYEFUauaZOt0apPJ3-7UeLbkN5xnnY&s
Data Science Intern,Randstad USA,Anywhere,via Randstad USA,,"This position is ideal for someone who is highly motivated and eager to learn. A undergraduate entering their Junior or Senior year of courses, open to graduate students as well. Pursuing a degree related to Data Science/computer science/scientific discipline with emphasis on data collection & data visualization. Skills in RDBMS and SQL, experience with data visualization tools (e.g., Microsoft Power BI, Palantir Foundry, Tableau). RDBMS (6 months of experience is required). Years of experience: 0 years. Experience level: Entry Level","The intern will be a vital member of our team, assisting in developing applications for tracking, linking and visualizing IT/OT assets supporting laboratory systems. work hours: 8 AM - 5 PM. The intern will have the opportunity to work on real-world problems and contribute to the company's success. salary: $22 - $30 per hour. In addition, Randstad offers a comprehensive benefits package, including health, an incentive and recognition program, and 401K contribution (all benefits are based on eligibility)",https://www.randstadusa.com/jobs/308/ab_4170358/data-science-intern_rockville/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-UwJPcq_ZyHL1dbkv4NfKfvmkdzs4QnOLlMzOUxD3G0GGkTKNYz21&s
Data Scientist- Application developer,Axle Informatics,"North Bethesda, MD",via My Stateline Jobs,,Certifications & Licenses. Python Programming. Springboard DataScience Certified. Database management. Data visualization. Data presentation. Machine learning. Data annotation,"Overall Position Summary and Objectives Develop and manage an existing database and informatics infrastructure that integrates rare disease data, such as coding, classification, genetics, description, diagnosis, treatment, etc., from multi-sources. Integrate the knowledge graph database with other GARD-related information and data streams, and build robust pipelines to keep the data up to date and harmonized. Develop APIs for user access to the knowledge graph database and connect it to other databases. Work collaboratively with other data scientists and developers in informatics support for rare diseases research. Identify, collect, quality check and integrate rare disease data, such as disease characteristics, genetics and healthcare systems data from diverse resources to permit data analysis. Build standard pipelines in the data processing (above) and automate the knowledge graph database update process. Develop computational tools, interactive visualization interface and web-based applications for users to access and utilize the data warehouse. Provides technical experience needed to assist in reviewing, updating, analyzing and modifying existing programming systems. Conceive of and create data processing pipelines that allow for the efficient movement, pre-processing and display of data. Provide scientific research and programming support for cutting edge technology and training in the areas of bioinformatics and computational biology. Encodes, tests, debugs and installs new programs using various programming languages. Develop scientific applications using R, Shiny and/or Python. Deploy applications to systems; manage library dependencies. Develops and schedules data backups, security patches or upgrades, etc. Maintain and monitor applications, databases, or software tools. Collaborate with staff to develop database application and tools for supporting bioinformatics and scientific computing research projects. Documents all assignments and creates various reports as needed. Prepare roadmaps, schedules, status reports, plans and recommendations. Maintain and follow SOPs, configuration management, upgrades and availability. Develop Standard Operating Procedures (SOPs) to detail all steps and activities carried out for all aspects of the program data management. Writes and maintains program documentation. Provide written technical descriptions of implemented algorithms; contribute to the publication of the lab's software and research. Develop new code and refine/troubleshoot existing code. Document in-house software for training and reference purposes. Provides assistance with planning, building and maintaining applications to meet an end user's needs. Provide support for development of methods in data science. Implement improvements to development activities to speed development of applications, databases, or software tools. Troubleshoots any issues or problems and implements appropriate corrective actions. Provides guidance and problem resolution for users. Develop and implement new or major revisions to applications, databases, or software tools. Provide database support and maintenance, including production data analysis to ensure data integrity, data correction with SQL and/or Java utilities, implementation of the new utilities for users and system administrators to support and correct data. 100% Medical Dental & Vision Coverage for Employees. Educational Benefits for Career Growth. Paid Time Off (Including Holidays). Employee Referral Bonus. Profit Sharing. 401K Matching. Flexible Spending Accounts:. Healthcare (FSA). Parking Reimbursement Account (PRK). Dependent Care Assistant Program (DCAP). Transportation Reimbursement Account (TRN)",https://jobs.mystateline.com/jobs/data-scientist-application-developer-north-bethesda-maryland/915014174-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
Enterprise Data Modeler,"Global Channel Management,Inc","Columbus, GA",via Jobs By Workable,,"Enterprise Data Modeler needs 2-3 years data analytics , IT experience. Bachelors degree in mathematics, statistics, computer science, information management, data analytics or a related field. Experience working in an Agile environment. Solid understanding of data modeling principles, methods and techniques to drive technology optimization and data consolidation. Demonstrate strong skills in data analysis and profiling, data integration knowledge, database engineering (i.e. Teradata and SQL Server) and design. Understanding of Agile framework, architectural methodologies and their practical application. Proficient with a data modeling tool(s) (Snowflake, PowerBI, Relational Data Architecture, etc. Action Oriented, Customer Focus, Adaptability, Listening, Ethics and Values, Integrity and Trust. Business Acumen, Intellectual Horsepower, Perspective, Planning, Problem Solving, Process Management, Creativity","Design conceptual, logical & physical data models, data dictionaries and metadata repositories. Work with Enterprise Data Architects and Data Modeler to drive acceptance of an enterprise view of data and its use. Develop and document data requirements and design specifications in the form of data models, data mappings and data quality metrics. Map out structure and organization of relevant data. Support enterprise data standards, data architecture policies and procedures. Monitor and enforce compliance of data standards to minimize data redundancies and enhance information quality throughout the organization",https://apply.workable.com/global-channel-management-inc-3/j/97A0C77B71/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
Data Scientist,SynergisticIT,"Atlanta, GA",via ZipRecruiter,,"Ability to work with stakeholders to assess potential risks. Strong math skills (e.g., statistics, algebra). Experience in data mining. Knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset",Identify valuable data sources and automate collection processes. Undertake preprocessing of structured and unstructured data. Analyze large amounts of information to Client trends and patterns. Present information using data visualization techniques. Propose solutions and strategies to business challenges. Required Knowledge of How to implement multiple plots. Creating graph-Bar/Pie/Line chart. Label encoding with merging. On Job Technical support,"https://www.ziprecruiter.com/c/SynergisticIT/Job/Data-Scientist/-in-Atlanta,GA?jid=613b931325b03690&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",
