title,company_name,location,from,Benefits,Qualifications,Responsibilities,thumbnail,applyLink,description
Frontend Developer,DaMENSCH,Anywhere,via Instahyre,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiU89XNvWcGfz2eF1jS0XDbnz_sEC0k5zG6p4ZIlo&s,https://www.instahyre.com/job-81298-frontend-developer-at-damensch-work-from-home/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Responsibilities:
• Design, implementation, and deployment of applications that impact the business with an emphasis on Payments, Customer Account Management and e-Commerce website development.
• Knowledge in performance, scalability, enterprise system architecture, and best engineering practices.
• Penchant for writing super-efficient and scalable code.
• Designing and building low latency front-end solutions that work gracefully on a wide spectrum of network bandwidths, screen sizes and provide the best mobile shopping experience for our customers.
• Pixel-perfect front-end development attitude.

Requirements:
• Proficiency using modern web development technologies and techniques, including proficient in core JavaScript (ES6/ESNext).
• Excellent knowledge of React and testing (Jest, React-Testing-Library, etc) & React Native, AJAX, HTML5 CSS & Preprocessors, Responsive Design.
• Advanced understanding of web fundamentals (accessibility, security, DOM, SEO, how browsers work, etc).
•... Deep knowledge about web performance and page speed with Google Lighthouse, and more.
• Great knowledge of Webpack and how to configure it properly.
• Solid experience with distributed (multi-tiered) systems, algorithms, and relational databases.
• RESTful Services and APIs.
• Hands-on expertise in many disparate technologies, typically ranging from front-end user interfaces such as HTML5
• A creative mindset with the ability to help solve challenging domain problems.
• Proficient understanding of code versioning tools, such as Git.
• Agile Methodologies like Scrum or Kanban"
Senior Frontend Developer,Meithee Tech,"Bengaluru, Karnataka, India",via LinkedIn,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSH5nZEJuFC4e5T9rFFSnvj6Ip5jZgXz4HO4xmOveg&s,https://in.linkedin.com/jobs/view/senior-frontend-developer-at-meithee-tech-3479687964?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Senior Frontend developer (React) with 8 years of Experience

Type: Full Time Position

Location: Bengaluru

Salary Range: Competitive salary range based on skills and experience

Description:

We are looking for a Senior Frontend developer (React) responsible for building React applications. Your primary responsibility will be to design and develop these applications and to coordinate with the rest of the team working on different layers of the infrastructure. Thus, a commitment to collaborative problem solving, sophisticated design, and building quality products is essential.

Project Description:

Client is committed to continuously improve its products and utilize the latest technology advancements.

As part of these efforts within our Safety domain we are re-implementing our Signals and Risk Management product to utilize the latest AWS Cloud technologies and microservices architectural pattern on the back end and React based micro-frontend as visualization method.

The successful... candidate would lead the technical development for a front-end development team to utilize the lates industry standards and best practices.

Skills:

Knowledge of these technologies/tools is required:
• • 8+years (Senior Experience) of development experience with JavaScript, TypeScript, CSS, HTML, etc.
• • Extensive ReactJS experience
• • Experience developing against REST APIs
• • Experience as technical lead for a team of developers
• • Micro-frontend development experience using React
• • Microservice architecture development experience
• • Material-UI experience
• • Design system development experience with Storybook
• • Micro-frontend experience
• • ExtJS and/or PrimeFaces and/or JSF experience is a plus

Job Description:

• UI product modernization

• Help the existing team to avoid beginner pitfalls

• Design and develop user interfaces for REST-based cloud products

• Work with UX team to implement Design System

• Evaluate and recommend UI frameworks, libraries and patterns

• Perform as a lead developer on a specific area of product architecture

• Build all software following an Agile Software Development Lifecycle

• Work with stake holders to translate business requirements into secure, reliable solutions

• Meet timelines with quality deliverables utilizing best practices for UX driven development

• Utilize modern technologies including UI frameworks, instrumentation and analytics, CI/CD processes, Cloud services and Agile/Scrum methodologies.

Personal Characteristics:
• Team player
• Good communication and motivation skills
• Willing to share knowledge and help more junior colleagues in their learning journey"
AppsForBharat - Frontend Developer - Javascript/TypeScript,AppsforBharat,"Bengaluru, Karnataka, India",via Hirist.com,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlHtuIhs7Zntd2hQH3V_BGyCNREjhWJXVfCWlqGlw&s,https://www.hirist.com/j/appsforbharat-frontend-developer-javascripttypescript-1-6-yrs-1146851.html?ref=kp_br&jobpos=68&jobversion=2&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"About AppsforBharat :We are developing a range of mobile and web apps that will holistically address the devotional and spiritual needs of our users. Our first app (Sri Mandir) was launched in November 2020 - this app is at the intersection of spiritual offerings and gaming, and with that, we are moving a large offline behaviour online. It already has 1+ million Monthly Active Users with a 4.8 rating on Google Play Store.The user love that we have been getting is overwhelming & inspiring; and with our growth rate, we will be serving tens of millions of users in a few months from now.We are alumni of IITs & IIMs, and have previously built and scaled high-growth startups. We are a Series-A funded startup, backed by Sequoia Capital, Elevation Capital, BEENEXT, and Matrix Partners. We are now adding more hands to our team in Bengaluru, India.Hero App Srimandir :Sri Mandir is a flagship product that is conceptualised, developed and promoted by AppsForBharat.Sri Mandir is created to fulfil... the devotional and spiritual needs of hundreds of millions of Indian users. Sri Mandir offers a virtual temple experience where devotees can set up their own temple, offers utilitarian sections where one can view daily Panchang and take astrology consultation, and also helps people connect with religious institutes, and cultural leaders through communities. Sri Mandir also offers a carefully curated vast repository of ancient texts, mythological stories, simple versions of Geeta interpretation and stories about saints and their life to know more depth of Hinduism.Tech Stack :- Our current tech stack is a mix of classic and cloud-native infra: PHP, Python, RDS MySQL, AWS EC2, Kotlin, Amazon CDK.Your Responsibilities :- You will build, maintain and manage web components.- You will deliver new user-facing features optimized for maximum speed and scalability.- You will implement security measures to build resilience and track possible failure points.- You will be responsible for building scalable and reliable web applications.- You will be building and maintaining centralized libraries for similar projects. - You will implement and consume a robust set of services and APIs to power the web application.Requirements :- You have 3+ years of experience in building high quality web interfaces. - You have worked on building and scaling a B2C product.- You have worked extensively on optimising the performance of web application.- You have mastery of standard front-end technologies like modern HTML, CSS, JavaScript (we use React, Redux, Webpack and more), REST, and JSON.- You have expertise in working with Ajax and asynchronous requests, partial page updates and PWAs.- You are well versed with client-side persistence tech like Caching, Service Workers, Sessions and DOM manipulation. - You have experience in building performant, decoupled, testable, maintainable code.- You have experience with open source libraries, tools and frameworks (e.g. for logging, browser debugging and troubleshooting).- You have an eye for well functioning user interfaces, and have at least cursory insight into both design and UX principles.- You possess proficient knowledge of Web Performance Optimisations- You have meticulous and deep attention to detail is a must.Good to Have :- You have hands-on experience working with or building consumer tech platforms.- You have experience applying static typing in Javascript (for example TypeScript or Flow).- You are excited about the latest trends in application design.- You have experience with agile software development methodologies like Kanban or Scrum.Additional Perks :Our office is located in the green and leafy streets of HSR Layout, Bangalore, and is designed to feel like a mindfulness zone with the sound of falling water, greenery, great books to read, great coffee/tea, and a great team alongside you to build with.As a company, we believe in autonomous small teams for maximum impact. We strive for organizational growth to align with your growth as an individual. We sincerely work towards building an inclusive culture where we celebrate your individuality and ideas are encouraged by everyone. We seek people who naturally demonstrate our values, who understand India, the challenge ahead of us, but can also solve this for the rest of the world. In addition, we also have:A competitive salary :- Equity in a high growth & great potential company.- Peaceful & pet-friendly office at the heart of HSR Layout.- Medical cover for you and your loved ones.- Do your most meaningful work alongside us. Be a part of something big"
Frontend Developer,PrepInsta,"Noida, Uttar Pradesh, India",via AngelList,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9af5qU_kSCMq79O0Nr7DkD6B54uK6hc0h8ptNWM0&s,https://angel.co/company/prepinsta/jobs/2573055-frontend-developer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"You will be the member of core product building team and would be working directly with Founders. In this profile, you will be taking care of the product’s frontend design and features. You would be working on React JS with Redux.

Responsibilities-
• Brainstorm features and efficient strategies for meeting user requirements
• Brainstorm, collaborate and provide technical expertise to the team whenever necessary
• Work on UX/UI and basic prototype design

Requirements and skills-
• Minimum 3+yrs of experience in Frontend development
• Must have strong hold on ReactJS, Angular, TypeScript, jQuery
• Excellent communication skills
• Leadership and organisational abilities
• Strategic thinking
• Understanding of budgets and business-planning
• Ability to conduct technological analyses and research

PrepInsta focuses on Education and Ecommerce. Their company has offices in Noida. They have a mid-size team that's between 51-200 employees.

You can view their website at... http://www.prepinsta.com or find them on Twitter, Facebook, and LinkedIn"
Frontend Developer,Human Resource India,"Noida, Uttar Pradesh, India",via Glassdoor,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5a6jeahfvllDBc8criE_1Sl0_XgClRrUzh8onGJA&s,"https://www.glassdoor.co.in/job-listing/frontend-developer-human-resource-india-JV_IC4477468_KO0,18_KE19,39.htm?jl=1008286543651&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","- Proficient understanding of Web Fundamentals - HTML5 CSS3 JavaScript
- Basic understanding of CSS pre-processing platforms in JS
- Proficient understanding of at least one of the UI frameworks viz React,React.js, Next, Next.js, JavaScript, Data Structure
- Good understanding of ES6 and above
- Experience with Typescript is a plus
- Sound knowledge of design patterns and practices for writing clean, linted, maintainable and reusable code
- Proficient understanding of cross-browser compatibility issues and ways to work around them.
- Understanding of Version Control Systems like Git
- Experience in using supplementary libraries like Redux, NgRx is a plus
- Experience in TDD (Test Driven Development) for Unit Testing with libraries like Jasmine, Mocha, Simon, Karma etc

Job Type: Full-time

Salary: ₹2,500,000.00 - ₹5,000,000.00 per year

Benefits:
• Health insurance
• Provident Fund

Schedule:
• Day shift
• Monday to Friday

Supplemental pay types:
• Joining bonus
• Quarterly bonus
•... Yearly bonus

Ability to commute/relocate:
• Noida, Uttar Pradesh: Reliably commute or planning to relocate before starting work (Preferred)

Speak with the employer
+91 7827839718"
FRONTEND DEVELOPER INTERN,GreedyGame Media,"Bengaluru, Karnataka, India",via Intellijobs.ai,,,,,https://intellijobs.ai/job/GreedyGame%20Media-FRONTEND%20DEVELOPER%20INTERN-qzBSleyax3P82cv9bmRg?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Job Details
Internship2 days ago

Full Job Description
ABOUT US:

GreedyGame is looking for a Frontend Developer Intern to join its clan!

We are looking fresh engineering graduates who are interested in

learning how to develop efficient user interface components and

implementing them. During this internship, you will coordinate with the

rest of the teams working on different layers of the infrastructure.

JOB DETAILS:

Seniority Level: Entry level

Industry: Marketing & Advertising

Employment Type: Internship

Job Functions: Engineering, Information Technology

Job Location: Bengaluru

WHAT ARE WE BUILDING?

GreedyGame is building mobile first advertising solutions. We are a

platform which enables blending of ads within mobile apps and games

so that they become a part of the content. This allows developers to

monetise their apps and games without degrading the user experience.

Check out greedygame.com to know more!

WHAT WILL BE YOUR RESPONSIBILITIES?

Developing new... user-facing features using React.js

Building reusable components and front-end libraries for future use

Translating designs and wireframes into structured and modular code

Collaborate with cross-functional teams to define, design, and ship

new features.

WHAT ARE WE LOOKING FOR?

Computer science engineering graduates

Good understanding of React.js and its core principles

Good knowledge in Vanilla JS as well as higher level frameworks

A knack for benchmarking and optimization

Familiarity with code versioning tools specifically Git.

SKILLS AND ABILITIES:

JavaScript

React JS

Vanilla JS

Git

GREEDYGAME

www.greedygame.com

WHAT'S IN IT FOR YOU?

Opportunity to be a part of the big disruption we are creating in the

ad-tech space.

Learn and grow at a free, open and fast paced environment

Office in one of the most happening places in Bangalore.

An amazing clan and the opportunity to be a part of it, free lunch on

all days of the week, fully stocked pantry within 20 feet reach, a

foosball table to burst stress and a great working environment.

Continuous feedback system to ensure that improvement is a

constant focus.

FRONTEND

DEVELOPER

I NTERN

Job Description"
Agilysys Technologies - Frontend Developer - Javascript/HTML/CSS,Agilysys Technologies,"Chennai, Tamil Nadu, India",via Hirist.com,,,,,https://www.hirist.com/j/agilysys-technologies-frontend-developer-javascripthtmlcss-3-6-yrs-1146078.html?ref=kp&jobpos=90&jobversion=2&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Role : Front End Developer Location : ChennaiExp. : 3 - 6 yrsJob Description :Agilysys has been a leader in hospitality software for more than 40 years. Hospitality is all we do. With a strong track record for reliability our Customers depend on our software to work and support to always be there. Theres always room at Agilysys for another innovative mind and enthusiastic spirit. Were an innovative software development company made up of smart, engaged, motivated and talented people that come from a wide range of backgrounds. Agilysys puts the power to make an impact directly into the hands of the people who work here, because when our clients thrive, we win! While our corporate headquarters are in the United States, Agilysys is an international company with offices in Hong Kong, Singapore, Malaysia and the Philippines. We have a software development center in Ramanujan IT City in Chennai, India. As our horizons expand, so do yours.Why Agilysys ?In an era where job hunt can take weeks... or even months, its a radical notion to receive a job offer within a day of arriving at an interview. Yes, you read that right! Agilysys identifies the right talents and provides you with on the spot job offer.Career advancement and professional development opportunities.Learn new skills and receive guidance from industry mentors.Competitive compensation and benefits.At Agilysys, you will be joining a team of enthusiastic counterparts where teamwork is abundant and individual contributions are recognized.We support you in discovering and exploring your passions and flourishing in the exciting software technology industry.The perks of being an Agilysys employee dont just stop at being a part of and collaborating with great people and projects. You give us your best and we are committed to doing the same. We offer a wide range of employee benefit programs to improve your work-life and overall well-being.As a hospitality solutions company, Agilysys empowers you to work for the most interesting businesses in the world : Hotels, Resorts, Casinos, Cruise Lines, Restaurants, Hospitals and Universities!The description of the job you've been dreaming of is just a scroll down;Job Location : Chennai Ramanujam IT Park , Taramani ChennaiResponsibilities :- In a technology startup environment, execute green field designs and implementations, build systems, engineering processes and delivery systems- Participate in and own delivering high quality software with customer focused features- Own or review component level designs- Collaborate with software architect on system level architecture- Collaborate with program management on product features and requirements- Ensure Agile software engineering best practices are utilized and are continuously enhanced- Ensure appropriate unit test coverage for product source- UI Design using HTML and CSS- Incorporating Instructiveness and responsiveness in the design using various JavaScript frameworks- Developing reusable UI Widgets/Controls- Unit Testing the codeYour capabilities :- Engineering degree from a reputed college- 3-6 years experience in application software product development- Proficient in Java Script Programming- Hands on experience in Java script frameworks/libraries on Angular- Experience in Unit Testing frameworks like Jasmine, Karma etc. is also a plus- Strong passion for software development and customer delivery- Experience with enterprise software design and architecture- Proven track record of successfully deploying multiple software products and services to market- Strong communication skills (written and verbal) and ability to work with corporate stakeholders as well and technical experts.- Experience with customer and scenario focused engineeringDesirable capabilities :- Hospitality experience- Relational database and unstructured data experience- Experience shipping software in globalized and localized environments- Exposure to delivering software as a serviceExpected from the panel :- Must have Good Knowledge in JavaScript Programing, Then should have good knowledge in Angular- Good in Analytical and Problem Solving Skill- Should be a fast learner and quick understanding for latest level TechnologiesKey Skills : angular, Javascript, HTML, CSS"
Frontend Web Developer- Part-full Time,Taare &  Sitare Jewel World Pvt Ltd,"Pune, Maharashtra, India",via Placement India,,,,,https://www.placementindia.com/job-detail/frontend-web-developer-part-full-time-jobs-in-mumbai-lonavala-pune-for-taare-sitare-jewel-world-pvt-ltd-1126493.htm?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"We are Taare & Sitare Brand , Diamond Jewellery Manufacturers and Exporters from Mumbai, Bunder Station) & Lonavala -(hill Station - No Pollution, Traffic Jam and Corona Due to Non-use of Public Transport) Senior Php Ecommerce Full Time Web Developer, as per Below Given Qualification, Skills and Experience. Education - Msc (comp It), Mca, Be (comp It), Bsc (comp It), Skills - Front End - Html, Css, Java Script, J Query, Angular Js, Bootstrap, Back End - Php, Core Php, My Sql, Experience- 2 to 9 Years. Whatsapp Resume On.

in Case if You are Not Interested, the Forward this Message to Your Friend Who Requires Job. Female Candidate with a Friend or Couple Can Join, as We have Opening for 2 Posts At Lonavala. At Lonavala Bachelor Accommodation Free or if with Family/friend, a Flat Can Be Arranged. Salary : Rs.20,000 to Rs.40,000 per Month (rs.2.50 to Rs.5.00 Lakhs P.a.).,"
Senior Frontend Developer,Binaryveda,Anywhere,via LinkedIn,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_xqitksnQpfcSWlJ55kUtM53X7bsiprMg-dzyJfA&s,https://in.linkedin.com/jobs/view/senior-frontend-developer-at-binaryveda-3484043277?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Sr. ReactJS Engineer

Experience: 2+ years

-Duties

50% of the time
• Groom the application requirements & user interface designs with the Product Owner and Product Designer.
• Architect & implement front-end applications to support the user interface concepts.

30% of the time
• Troubleshoot and debug application codes. Monitor and improve front-end performance.
• Mentor, guide & supervise mid-level to junior engineers. Review their work and share timely feedback.
• Documenting application changes and developing updates.

20% of the time
• Keep yourself & the team uptodate on the latest trends, frameworks, design patterns & libraries. Actively incorporate them into the day to day work.
• Act as thought leader in the wider community. This includes playing a lead role in educating, sharing best practices, writing blogs, and running workshops.

-Skills & Competencies
• Bachelor’s degree in Computer Science, Information Technology, or a similar field.
• In-depth knowledge of JavaScript... CSS, HTML, and front-end languages.
• Proficient in implementing highly-responsive user interface components using React concepts.
• Proficient with frameworks & workflows like Next.js, Redux etc.
• Experience with browser-based debugging and testing softwares like BrowserStack.
• Outstanding communication, presentation, and leadership skills.
• Sharp analytical and problem-solving skills.
• Highly motivated to work on problems across domains for different customers.
• Past experience in service based companies is desired.

-Relationships
• Will work closely with Product Designer, Product Owner, Sr. QA Engineer and the other engineers of the frontend team"
Senior Front End Developer,GradRight,"Hyderabad, Telangana, India",via Bigshyft.com,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1Vw454g1gKnsiKpUs5t9AgfIvTjcYJfQrRfy8Kj0&s,https://www.bigshyft.com/senior-front-end-developer-job-in-gradright-hyderabad-3-to-6-years-1024267-20230213-jid?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"What you’ll do:
• Contribute to design discussions and decisions around building a scalable and modular front-end architecture
• Write clean and modular code
• Participate in sprint ceremonies and actively contribute to scaling the engineering organization from a process perspective
• Stay on top of the software engineering ecosystem and propose new technologies/methodologies that can be adopted
• Contribute to engineering hiring by conducting interviews
• Manage and mentor a small team of junior engineers

What makes you a great fit:
• At least 3 years experience as an SDE
• Strong experience with at least one frontend framework, preferably vue.js
• Able to write maintainable, scalable and unit-testable code
• Strong understanding of software design principles and patterns
• Excellent command over data structures and algorithms
• Passion for solving complex problems
• Experience with team management
• Excellent written and verbal communication skills
• Experience with GraphQL and... micro-frontend architectures
• Worked on products that addressed an international audience
• Worked on products that scaled to millions of users"
UI Developer/Frontend Developer,Clumio,"Bengaluru, Karnataka, India",via Glassdoor,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrbaOchYEXFPIakm_HGLAQqoJSkUnfytnGuEHZ9mM&s,"https://www.glassdoor.co.in/job-listing/ui-developer-frontend-developer-clumio-JV_IC2940587_KO0,31_KE32,38.htm?jl=1007138689049&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","Clumio helps organizations simplify data protection in AWS. Its secure air-gapped SaaS solution protects from ransomware and enables organizations to achieve stringent compliance requirements, backup and restore data in minutes, and gain better visibility to optimize cloud storage costs. Clumio changes the user experience with unique innovations that delights customers and simplifies their lives.

In this role you will:
• Be a part of a small UI team and will work closely with the UX designer and product manager to shape the product design.
• Build web UI components for a cloud-native SaaS product.
• Drive clear requirements for the backend APIs working closely with the backend engineers.
• Focus on quality and velocity by developing appropriate tests.
• Part of a workplace where everyone, including but not limited to PM, UX, Engineering (UI and Backend) and the Leadership team are closely invested in following a design-first approach to product innovation.

Requirements
• Highly... motivated self-starter with a builder's mindset.
• 3+ years of web UI development experience.
• Highly skilled in JavaScript, HTML and CSS.
• Deep knowledge and experience of REST APIs.
• Preferred: experience with frameworks such as React"
Frontend Developer,Dori AI,"Bengaluru, Karnataka, India",via AngelList,,,,,https://angel.co/company/doriai/jobs/2551284-frontend-developer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"We are looking for motivated and experienced front-end developers like you to a rockstar team of engineers and entrepreneurs. We are developing cutting edge AI computer vision applications and want you to be a part of this great team.

Responsibilities
• Participate heavily in brainstorming of system architecture and feature design
• Take UI Mocks from design team and provide properly styled, pixel accurate dashboards in React JS using standard component libraries and custom components
• Architect and create reusable, effective, and scalable JavaScript code/components
• Use additional JavaScript libraries such as Redux to manage the web application’s state, derive computed data from the state of the system, and make asynchronous API calls
• Work cross functionally with Engineering, Data Science, Product, UX, BD, and Infrastructure teams
• Drive best coding practices across the company (i.e. documentation, code reviews, coding standards, etc)
• Complete projects with little or no... supervision from senior leadership
• Ability to adapt quickly to changing design requirements/designs and company priorities

Required Qualifications
• Must have at least 4+ years experience in front-end development with the the following tools: ReactJS, HTML5, CSS, NodeJS
• Preceding experience with ReactJS workflows and libraries like Flux, Redux, Create React App, data structure libraries, Material UI/Bootstrap, VideoJS, JSON libraries
• Experience building dashboards with rich media (image galleries, video playback)
• Strong proficiency in JavaScript, including DOM manipulation, event handlers, component lifecycle, webhooks, and the JavaScript object model
• Proficient in RESTful API development and working with backend servers (i.e. Python/Flask)
• Built and deployed customer-facing services and products at scale
• Developed unit and integration tests
• Experience using Postman for API testing, test automation using Cypress/Selenium, and front-end performance testing frameworks
• Worked on products where experimentation and data science are core to development
• Experience with large-scale distributed systems that have thousands of microservices and manages millions of transactions per day
• Solid instruction-level understanding of Object Oriented design, data structures, and software engineering principles
• Must have experience using Git for code review and version control
• Experience with the following tools desirable: AWS Tools (Amplify/S3/EC2)
• Experience with open source projects in a startup environment desirable

Dori AI focuses on Machine Learning, Artificial Intelligence, and Computer Vision. Their company has offices in New York City, San Francisco, and Bengaluru. They have a small team that's between 11-50 employees.

You can view their website at https://www.dori.ai or find them on Facebook and LinkedIn"
Frontend Developer,Tradylcom,"Bengaluru, Karnataka, India",via Intellijobs.ai,,,,,https://intellijobs.ai/job/Tradylcom-Frontend%20Developer-9JgD8N7c5gAWGn7HkJa3?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"SENIOR ENGINEER - FRONT END

Experience in years: 3+. Less than 7.

Type: Individual contributor with good hands on proficiency.

Specifics:
• Writing HTML, CSS, and JavaScript. Being up on latest practices is a must, e.g., HTML5, CSS3, and ECMAScript 6 (minimum)
• Familiarity with a relevant and globally supported framework— both front-end and back-end, if necessary — React & React Native.
• Ideally, familiarity with CSS preprocessors, bundlers, and associated languages/syntaxes/libraries - Sass, Less, webpack
• Experience implementing testing platforms and unit tests
• Integrating front-end UI with the constructed API, using REST, GraphQL api

Soft skills:
• Appreciation for clean and well documented code

What you will do at Tradyl
• Partner with a highly skilled external consultancy and lead the effort of building a new modern front end to our website.
• We use a no code platform for rapid development in this phase of our Journey. You will develop features on this platform. This... might involve integration with back end APIs via REST.
• Do short experiments: Example, Evaluate a backend headless commerce software as a potential candidate for our backend tech stack"
Frontend Developer,Grarri,"Hyderabad, Telangana, India",via Instahyre,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-kFAgZapRAvcvDi-xhSbFEsUMFB4tC2HcEZDGOeA&s,https://www.instahyre.com/job-207567-frontend-developer-at-grarri-hyderabad/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"We are looking for programmers with a keen eye for design for the position of a front-end developer. Front-end developers are responsible for ensuring the alignment of web design and user experience requirements, optimizing web pages for maximum efficiency, and maintaining brand consistency across all web pages, among other duties. Front-end developers are required to work in teams alongside back-end developers, graphic designers, and user experience designers to ensure all elements of web creation are consistent. This requires excellent communication and interpersonal skills.

Responsibilities:
• Determining the structure and design of web pages.
• Ensuring user experience determines design choices.
• Developing features to enhance the user experience.
• Striking a balance between functional and aesthetic design.
• Ensuring web design is optimized for smartphones.
• Building reusable code for future use.
• Optimizing web pages for maximum speed and scalability.
• Utilizing a variety... of markup languages to write web pages.
• Maintaining brand consistency throughout the design.

Requirements:
• Degree in computer science or related field.
• Understanding of key design principles.
• Proficiency in WordPress, Elementor, HTML, CSS, and JavaScript.
• Understanding of server-side CSS.
• Experience with web design application Figma.
• Experience with responsive and adaptive design.
• Understanding of SEO principles.
• Good problem-solving skills.
• Excellent verbal communication skills.
• Good interpersonal skills"
Front-End Developer,World Wide Technology,Anywhere,via LinkedIn,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSP5wFkwbX0QwovRFrw8bAzldyXyOI-EDFrdnsaSas&s,https://in.linkedin.com/jobs/view/front-end-developer-at-world-wide-technology-3447520016?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"The following knowledge skills and attributes are preferred:
• Experience with cross-platform frameworks (Flutter, React Native)
• Experience with HTML and DOM manipulation using JavaScript or Single Page Applications
• Familiar with data sources such as MongoDB, Redis, MySQL or SQL Server
• Familiarity with state management frameworks (Redux, etc.)
• Docker and container orchestration experience"
Junior Frontend Developer,Amweta Healthtech Private Limited,"Virar, Maharashtra, India",via Foundit.in,,,,,https://www.foundit.in/job/junior-frontend-developer-amweta-healthtech-private-limited-virar-7611181?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Attention: Candidates seeking WFH jobs may not apply. Male Candidates who are ready to Relocate to Silvassa (D&NH) will get a CTC upto 5.40 Lakh p.a. Other Perks - 1. Fully furnished shared accommodation, including maintenance, with all amenities including AC, washing machine. TV, Fridge, personal cupboards etc. 2. Functional Kitchen along with cook. 3. Vehicle to commute from office to residence. Job Responsisbility 1) Attend Knowledge Transfer sessions according to schedule and become fully familiar with both the modules. 2) Take control of the codes and understand and get acclimatize with each module and sub-modules including database structure. 3) Identify the areas of improvement considering end user in the existing codes and document them as per changes management process. 4) Document the detailed specs with time estimates for changes and seek formal approval on the document. 5) Design of wireframes. 6) Document scenarios and test cases with the expected results and seek formal... approvals. 7) Writing of clean, readable and testable codes ensuring responsiveness, scalability of applications and cross platform compatibility. 8) Ensuring integration with the existing modules. 9) Ensuring security and data protection settings and Embedding solutions to potential cyber security risks and vulnerabilities in all the web applications. 10) Designing, developing and integrating web services and APIs. 11) Testing and evaluation of new or existing programs. 12) Testing of each module. 13) Documenting the test outcomes. 14) Fixing bugs and performance issues. 15) Staying current with the changes in the technologies used at AHPL. 16) Strictly following the process of changes management before developing and deploying any additions and changes in the modules/applications. 17) Ensuring Global Information Tracker in all the developments to ensure version control. 18) Collaboration within the front end and back end teams. 19) Preparation of technical and functional manuals. 20) Filling of daily task/activity tracker"
Frontend Developer,Encomm,"Chennai, Tamil Nadu, India",via EnComm,,,,,https://www.encomm.com/jobs/ux-researcher/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"2-5 years of experience in React and Redux

Expert level with HTML5, CSS3, Javascript (ES6)

Excellent UX Design Skills is required

Experience with consumption of JSON / XML based Web APIs

Experience with Liquid framework is a big plus

Knowledge of Typescript and Object-Oriented Programming is a plus

Should have experience with source control like Github

Must have knowledge of how code is built and deployed - webpack, yarn, nginx, node and such

Exposure to AWS services is a plus"
